TITLE = "EFEP *** Demo imput file: Taylor Bar                        "
VARIABLES= "X"   "Y"   "Z"  
 
ZONE T="Time =  0.0000E+00" F=FEPOINT N=  861 E=  640 ET=BLOCK C=CYAN
  2.5000E-01 -2.5000E-01  9.5000E+00
  2.5000E-01 -2.5000E-01  9.0000E+00
  2.5000E-01 -2.5000E-01  8.5000E+00
  2.5000E-01 -2.5000E-01  8.0000E+00
  2.5000E-01 -2.5000E-01  7.5000E+00
  2.5000E-01 -2.5000E-01  7.0000E+00
  2.5000E-01 -2.5000E-01  6.5000E+00
  2.5000E-01 -2.5000E-01  6.0000E+00
  2.5000E-01 -2.5000E-01  5.5000E+00
  2.5000E-01 -2.5000E-01  5.0000E+00
  2.5000E-01 -2.5000E-01  4.5000E+00
  2.5000E-01 -2.5000E-01  4.0000E+00
  2.5000E-01 -2.5000E-01  3.5000E+00
  2.5000E-01 -2.5000E-01  3.0000E+00
  2.5000E-01 -2.5000E-01  2.5000E+00
  2.5000E-01 -2.5000E-01  2.0000E+00
  2.5000E-01 -2.5000E-01  1.5000E+00
  2.5000E-01 -2.5000E-01  1.0000E+00
  2.5000E-01 -2.5000E-01  5.0000E-01
 -2.5000E-01  2.5000E-01  5.0000E-01
 -2.5000E-01  2.5000E-01  1.0000E+00
 -2.5000E-01  2.5000E-01  1.5000E+00
 -2.5000E-01  2.5000E-01  2.0000E+00
 -2.5000E-01  2.5000E-01  2.5000E+00
 -2.5000E-01  2.5000E-01  3.0000E+00
 -2.5000E-01  2.5000E-01  3.5000E+00
 -2.5000E-01  2.5000E-01  4.0000E+00
 -2.5000E-01  2.5000E-01  4.5000E+00
 -2.5000E-01  2.5000E-01  5.0000E+00
 -2.5000E-01  2.5000E-01  5.5000E+00
 -2.5000E-01  2.5000E-01  6.0000E+00
 -2.5000E-01  2.5000E-01  6.5000E+00
 -2.5000E-01  2.5000E-01  7.0000E+00
 -2.5000E-01  2.5000E-01  7.5000E+00
 -2.5000E-01  2.5000E-01  8.0000E+00
 -2.5000E-01  2.5000E-01  8.5000E+00
 -2.5000E-01  2.5000E-01  9.0000E+00
 -2.5000E-01  2.5000E-01  9.5000E+00
 -2.5000E-01  2.5000E-01  0.0000E+00
  2.7756E-17  5.0000E-01  5.0000E-01
  2.7756E-17  5.0000E-01  1.0000E+00
  2.7756E-17  5.0000E-01  1.5000E+00
  2.7756E-17  5.0000E-01  2.0000E+00
  2.7756E-17  5.0000E-01  2.5000E+00
  2.7756E-17  5.0000E-01  3.0000E+00
  2.7756E-17  5.0000E-01  3.5000E+00
  2.7756E-17  5.0000E-01  4.0000E+00
  2.7756E-17  5.0000E-01  4.5000E+00
  2.7756E-17  5.0000E-01  5.0000E+00
  2.7756E-17  5.0000E-01  5.5000E+00
  2.7756E-17  5.0000E-01  6.0000E+00
  2.7756E-17  5.0000E-01  6.5000E+00
  2.7756E-17  5.0000E-01  7.0000E+00
  2.7756E-17  5.0000E-01  7.5000E+00
  2.7756E-17  5.0000E-01  8.0000E+00
  2.7756E-17  5.0000E-01  8.5000E+00
  2.7756E-17  5.0000E-01  9.0000E+00
  2.7756E-17  5.0000E-01  9.5000E+00
  2.7756E-17  5.0000E-01  0.0000E+00
 -2.5000E-01  2.5000E-01  1.0000E+01
  2.7756E-17  5.0000E-01  1.0000E+01
 -5.0000E-01  9.1845E-17  1.0000E+01
 -5.0000E-01  9.1845E-17  5.0000E-01
 -5.0000E-01  9.1845E-17  1.0000E+00
 -5.0000E-01  9.1845E-17  1.5000E+00
 -5.0000E-01  9.1845E-17  2.0000E+00
 -5.0000E-01  9.1845E-17  2.5000E+00
 -5.0000E-01  9.1845E-17  3.0000E+00
 -5.0000E-01  9.1845E-17  3.5000E+00
 -5.0000E-01  9.1845E-17  4.0000E+00
 -5.0000E-01  9.1845E-17  4.5000E+00
 -5.0000E-01  9.1845E-17  5.0000E+00
 -5.0000E-01  9.1845E-17  5.5000E+00
 -5.0000E-01  9.1845E-17  6.0000E+00
 -5.0000E-01  9.1845E-17  6.5000E+00
 -5.0000E-01  9.1845E-17  7.0000E+00
 -5.0000E-01  9.1845E-17  7.5000E+00
 -5.0000E-01  9.1845E-17  8.0000E+00
 -5.0000E-01  9.1845E-17  8.5000E+00
 -5.0000E-01  9.1845E-17  9.0000E+00
 -5.0000E-01  9.1845E-17  9.5000E+00
 -5.0000E-01  9.1845E-17  0.0000E+00
 -2.5000E-01 -2.5000E-01  5.0000E-01
 -2.5000E-01 -2.5000E-01  1.0000E+00
 -2.5000E-01 -2.5000E-01  1.5000E+00
 -2.5000E-01 -2.5000E-01  2.0000E+00
 -2.5000E-01 -2.5000E-01  2.5000E+00
 -2.5000E-01 -2.5000E-01  3.0000E+00
 -2.5000E-01 -2.5000E-01  3.5000E+00
 -2.5000E-01 -2.5000E-01  4.0000E+00
 -2.5000E-01 -2.5000E-01  4.5000E+00
 -2.5000E-01 -2.5000E-01  5.0000E+00
 -2.5000E-01 -2.5000E-01  5.5000E+00
 -2.5000E-01 -2.5000E-01  6.0000E+00
 -2.5000E-01 -2.5000E-01  6.5000E+00
 -2.5000E-01 -2.5000E-01  7.0000E+00
 -2.5000E-01 -2.5000E-01  7.5000E+00
 -2.5000E-01 -2.5000E-01  8.0000E+00
 -2.5000E-01 -2.5000E-01  8.5000E+00
 -2.5000E-01 -2.5000E-01  9.0000E+00
 -2.5000E-01 -2.5000E-01  9.5000E+00
 -5.5511E-17 -5.0000E-01  9.5000E+00
 -5.5511E-17 -5.0000E-01  9.0000E+00
 -5.5511E-17 -5.0000E-01  8.5000E+00
 -5.5511E-17 -5.0000E-01  8.0000E+00
 -5.5511E-17 -5.0000E-01  7.5000E+00
 -5.5511E-17 -5.0000E-01  7.0000E+00
 -5.5511E-17 -5.0000E-01  6.5000E+00
 -5.5511E-17 -5.0000E-01  6.0000E+00
 -5.5511E-17 -5.0000E-01  5.5000E+00
 -5.5511E-17 -5.0000E-01  5.0000E+00
 -5.5511E-17 -5.0000E-01  4.5000E+00
 -5.5511E-17 -5.0000E-01  4.0000E+00
 -5.5511E-17 -5.0000E-01  3.5000E+00
 -5.5511E-17 -5.0000E-01  3.0000E+00
 -5.5511E-17 -5.0000E-01  2.5000E+00
 -5.5511E-17 -5.0000E-01  2.0000E+00
 -5.5511E-17 -5.0000E-01  1.5000E+00
 -5.5511E-17 -5.0000E-01  1.0000E+00
 -5.5511E-17 -5.0000E-01  5.0000E-01
 -2.5000E-01 -2.5000E-01  0.0000E+00
 -5.5511E-17 -5.0000E-01  0.0000E+00
 -5.5511E-17 -5.0000E-01  1.0000E+01
 -2.5000E-01 -2.5000E-01  1.0000E+01
  0.0000E+00  4.1633E-17  1.0000E+01
  2.5000E-01 -2.5000E-01  1.0000E+01
  5.0000E-01  3.0615E-17  1.0000E+01
  2.5000E-01  2.5000E-01  1.0000E+01
  2.5000E-01  2.5000E-01  5.0000E-01
  2.5000E-01  2.5000E-01  1.0000E+00
  2.5000E-01  2.5000E-01  1.5000E+00
  2.5000E-01  2.5000E-01  2.0000E+00
  2.5000E-01  2.5000E-01  2.5000E+00
  2.5000E-01  2.5000E-01  3.0000E+00
  2.5000E-01  2.5000E-01  3.5000E+00
  2.5000E-01  2.5000E-01  4.0000E+00
  2.5000E-01  2.5000E-01  4.5000E+00
  2.5000E-01  2.5000E-01  5.0000E+00
  2.5000E-01  2.5000E-01  5.5000E+00
  2.5000E-01  2.5000E-01  6.0000E+00
  2.5000E-01  2.5000E-01  6.5000E+00
  2.5000E-01  2.5000E-01  7.0000E+00
  2.5000E-01  2.5000E-01  7.5000E+00
  2.5000E-01  2.5000E-01  8.0000E+00
  2.5000E-01  2.5000E-01  8.5000E+00
  2.5000E-01  2.5000E-01  9.0000E+00
  2.5000E-01  2.5000E-01  9.5000E+00
  5.0000E-01  3.0615E-17  5.0000E-01
  5.0000E-01  3.0615E-17  1.0000E+00
  5.0000E-01  3.0615E-17  1.5000E+00
  5.0000E-01  3.0615E-17  2.0000E+00
  5.0000E-01  3.0615E-17  2.5000E+00
  5.0000E-01  3.0615E-17  3.0000E+00
  5.0000E-01  3.0615E-17  3.5000E+00
  5.0000E-01  3.0615E-17  4.0000E+00
  5.0000E-01  3.0615E-17  4.5000E+00
  5.0000E-01  3.0615E-17  5.0000E+00
  5.0000E-01  3.0615E-17  5.5000E+00
  5.0000E-01  3.0615E-17  6.0000E+00
  5.0000E-01  3.0615E-17  6.5000E+00
  5.0000E-01  3.0615E-17  7.0000E+00
  5.0000E-01  3.0615E-17  7.5000E+00
  5.0000E-01  3.0615E-17  8.0000E+00
  5.0000E-01  3.0615E-17  8.5000E+00
  5.0000E-01  3.0615E-17  9.0000E+00
  5.0000E-01  3.0615E-17  9.5000E+00
  2.5000E-01  2.5000E-01  0.0000E+00
  5.0000E-01  3.0615E-17  0.0000E+00
  0.0000E+00  4.1633E-17  0.0000E+00
  2.5000E-01 -2.5000E-01  0.0000E+00
  8.3267E-17  0.0000E+00  5.0000E-01
  2.7756E-17  0.0000E+00  1.0000E+00
  2.7756E-17  0.0000E+00  1.5000E+00
