TITLE = "Example : Job-C3D8-cantilever-beam-rho7800-dyna"
VARIABLES= "X"   "Y"   "Z" 

ZONE F=FEPOINT N =    99 E =    40 ET=BRICK C=CYAN 
  0.0000E+00 -5.0000E+00  1.0000E+01
  0.0000E+00  0.0000E+00  1.0000E+01
  0.0000E+00  5.0000E+00  1.0000E+01
  0.0000E+00 -5.0000E+00  5.0000E+00
  0.0000E+00  0.0000E+00  5.0000E+00
  0.0000E+00  5.0000E+00  5.0000E+00
  0.0000E+00 -5.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  5.0000E+00  0.0000E+00
  4.9889E+00 -5.0060E+00  1.0004E+01
  5.0019E+00 -4.1161E-03  9.9988E+00
  5.0151E+00  4.9926E+00  9.9946E+00
  4.9880E+00 -5.0085E+00  4.9995E+00
  5.0005E+00 -6.1455E-03  4.9993E+00
  5.0130E+00  4.9911E+00  4.9995E+00
  4.9860E+00 -5.0070E+00 -5.0474E-03
  4.9991E+00 -4.1161E-03 -7.7711E-04
  5.0122E+00  4.9936E+00  3.9422E-03
  9.9770E+00 -5.0256E+00  1.0001E+01
  1.0004E+01 -2.4265E-02  9.9967E+00
  1.0031E+01  4.9731E+00  9.9925E+00
  9.9740E+00 -5.0283E+00  4.9973E+00
  1.0001E+01 -2.6441E-02  4.9971E+00
  1.0028E+01  4.9713E+00  4.9973E+00
  9.9710E+00 -5.0265E+00 -7.1800E-03
  9.9981E+00 -2.4265E-02 -2.9819E-03
  1.0025E+01  4.9741E+00  1.7092E-03
  1.4965E+01 -5.0598E+00  9.9975E+00
  1.5006E+01 -5.8367E-02  9.9929E+00
  1.5048E+01  4.9389E+00  9.9887E+00
  1.4960E+01 -5.0625E+00  4.9935E+00
  1.5002E+01 -6.0582E-02  4.9933E+00
  1.5043E+01  4.9371E+00  4.9935E+00
  1.4956E+01 -5.0608E+00 -1.0950E-02
  1.4997E+01 -5.8367E-02 -6.7859E-03
  1.5038E+01  4.9398E+00 -2.1323E-03
  1.9953E+01 -5.1081E+00  9.9921E+00
  2.0008E+01 -1.0671E-01  9.9875E+00
  2.0064E+01  4.8905E+00  9.9833E+00
  1.9947E+01 -5.1108E+00  4.9881E+00
  2.0002E+01 -1.0891E-01  4.9879E+00
  2.0058E+01  4.8888E+00  4.9881E+00
  1.9941E+01 -5.1091E+00 -1.6320E-02
  1.9996E+01 -1.0671E-01 -1.2155E-02
  2.0052E+01  4.8915E+00 -7.4993E-03
  2.4941E+01 -5.1706E+00  9.9852E+00
  2.5011E+01 -1.6919E-01  9.9805E+00
  2.5080E+01  4.8280E+00  9.9764E+00
  2.4933E+01 -5.1733E+00  4.9812E+00
  2.5003E+01 -1.7140E-01  4.9810E+00
  2.5072E+01  4.8263E+00  4.9812E+00
  2.4926E+01 -5.1716E+00 -2.3263E-02
  2.4995E+01 -1.6919E-01 -1.9098E-02
  2.5065E+01  4.8290E+00 -1.4443E-02
  2.9929E+01 -5.2473E+00  9.9767E+00
  3.0013E+01 -2.4585E-01  9.9720E+00
  3.0097E+01  4.7514E+00  9.9679E+00
  2.9920E+01 -5.2500E+00  4.9727E+00
  3.0004E+01 -2.4805E-01  4.9724E+00
  3.0087E+01  4.7497E+00  4.9727E+00
  2.9910E+01 -5.2482E+00 -3.1779E-02
  2.9994E+01 -2.4584E-01 -2.7614E-02
  3.0078E+01  4.7524E+00 -2.2959E-02
  3.4917E+01 -5.3381E+00  9.9666E+00
  3.5015E+01 -3.3665E-01  9.9619E+00
  3.5113E+01  4.6606E+00  9.9578E+00
  3.4906E+01 -5.3408E+00  4.9626E+00
  3.5004E+01 -3.3886E-01  4.9623E+00
  3.5102E+01  4.6589E+00  4.9626E+00
  3.4895E+01 -5.3391E+00 -4.1885E-02
  3.4993E+01 -3.3666E-01 -3.7702E-02
  3.5091E+01  4.6616E+00 -3.3039E-02
  3.9905E+01 -5.4430E+00  9.9548E+00
  4.0017E+01 -4.4153E-01  9.9503E+00
  4.0129E+01  4.5557E+00  9.9461E+00
  3.9893E+01 -5.4458E+00  4.9508E+00
  4.0005E+01 -4.4381E-01  4.9507E+00
  4.0117E+01  4.5539E+00  4.9510E+00
  3.9880E+01 -5.4441E+00 -5.3593E-02
  3.9992E+01 -4.4177E-01 -4.9389E-02
  4.0104E+01  4.5565E+00 -4.4634E-02
  4.4892E+01 -5.5625E+00  9.9414E+00
  4.5019E+01 -5.6006E-01  9.9371E+00
  4.5147E+01  4.4372E+00  9.9336E+00
  4.4879E+01 -5.5649E+00  4.9374E+00
  4.5005E+01 -5.6307E-01  4.9373E+00
  4.5131E+01  4.4348E+00  4.9384E+00
  4.4866E+01 -5.5632E+00 -6.6820E-02
  4.4991E+01 -5.6102E-01 -6.2651E-02
  4.5117E+01  4.4372E+00 -5.8319E-02
  4.9880E+01 -5.6955E+00  9.9278E+00
  5.0018E+01 -6.9460E-01  9.9227E+00
  5.0173E+01  4.3006E+00  9.9155E+00
  4.9866E+01 -5.6978E+00  4.9235E+00
  5.0006E+01 -6.9631E-01  4.9226E+00
  5.0143E+01  4.3020E+00  4.9223E+00
  4.9853E+01 -5.6956E+00 -8.0742E-02
  4.9991E+01 -6.9341E-01 -7.7084E-02
  5.0129E+01  4.3051E+00 -7.2833E-02
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
