TITLE = "Example : Job-27"
VARIABLES= "X"   "Y"   "Z" 

ZONE F=FEPOINT N =   525 E =   320 ET=BRICK C=CYAN 
  0.0000E+00 -5.0000E+00  1.0000E+01
  0.0000E+00 -2.5000E+00  1.0000E+01
  0.0000E+00  0.0000E+00  1.0000E+01
  0.0000E+00  2.5000E+00  1.0000E+01
  0.0000E+00  5.0000E+00  1.0000E+01
  0.0000E+00 -5.0000E+00  7.5000E+00
  0.0000E+00 -2.5000E+00  7.5000E+00
  0.0000E+00  0.0000E+00  7.5000E+00
  0.0000E+00  2.5000E+00  7.5000E+00
  0.0000E+00  5.0000E+00  7.5000E+00
  0.0000E+00 -5.0000E+00  5.0000E+00
  0.0000E+00 -2.5000E+00  5.0000E+00
  0.0000E+00  0.0000E+00  5.0000E+00
  0.0000E+00  2.5000E+00  5.0000E+00
  0.0000E+00  5.0000E+00  5.0000E+00
  0.0000E+00 -5.0000E+00  2.5000E+00
  0.0000E+00 -2.5000E+00  2.5000E+00
  0.0000E+00  0.0000E+00  2.5000E+00
  0.0000E+00  2.5000E+00  2.5000E+00
  0.0000E+00  5.0000E+00  2.5000E+00
  0.0000E+00 -5.0000E+00  0.0000E+00
  0.0000E+00 -2.5000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  2.5000E+00  0.0000E+00
  0.0000E+00  5.0000E+00  0.0000E+00
  2.4954E+00 -5.0015E+00  1.0002E+01
  2.4977E+00 -2.5003E+00  1.0001E+01
  2.5000E+00  7.1655E-05  1.0000E+01
  2.5023E+00  2.4997E+00  9.9988E+00
  2.5046E+00  4.9985E+00  9.9977E+00
  2.4958E+00 -5.0022E+00  7.5010E+00
  2.4980E+00 -2.5010E+00  7.5005E+00
  2.5000E+00 -6.3666E-04  7.5000E+00
  2.5020E+00  2.4990E+00  7.4995E+00
  2.5042E+00  4.9978E+00  7.4990E+00
  2.4957E+00 -5.0025E+00  5.0000E+00
  2.4981E+00 -2.5011E+00  5.0000E+00
  2.5000E+00 -7.8918E-04  5.0000E+00
  2.5019E+00  2.4989E+00  5.0000E+00
  2.5043E+00  4.9975E+00  5.0000E+00
  2.4958E+00 -5.0022E+00  2.4990E+00
  2.4980E+00 -2.5010E+00  2.4995E+00
  2.5000E+00 -6.3666E-04  2.5000E+00
  2.5020E+00  2.4990E+00  2.5005E+00
  2.5042E+00  4.9978E+00  2.5010E+00
  2.4954E+00 -5.0015E+00 -2.3321E-03
  2.4977E+00 -2.5003E+00 -1.1772E-03
  2.5000E+00  7.1655E-05 -4.0435E-17
  2.5023E+00  2.4997E+00  1.1772E-03
  2.5046E+00  4.9985E+00  2.3321E-03
  4.9908E+00 -5.0045E+00  1.0003E+01
  4.9954E+00 -2.5034E+00  1.0001E+01
  5.0000E+00 -3.0599E-03  1.0000E+01
  5.0046E+00  2.4966E+00  9.9986E+00
  5.0092E+00  4.9955E+00  9.9972E+00
  4.9910E+00 -5.0055E+00  7.5014E+00
  4.9955E+00 -2.5044E+00  7.5007E+00
  5.0000E+00 -4.0085E-03  7.5000E+00
  5.0045E+00  2.4956E+00  7.4993E+00
  5.0090E+00  4.9945E+00  7.4986E+00
  4.9910E+00 -5.0058E+00  5.0000E+00
  4.9956E+00 -2.5047E+00  5.0000E+00
  5.0000E+00 -4.2982E-03  5.0000E+00
  5.0044E+00  2.4953E+00  5.0000E+00
  5.0090E+00  4.9942E+00  5.0000E+00
  4.9910E+00 -5.0055E+00  2.4986E+00
  4.9955E+00 -2.5044E+00  2.4993E+00
  5.0000E+00 -4.0085E-03  2.5000E+00
  5.0045E+00  2.4956E+00  2.5007E+00
  5.0090E+00  4.9945E+00  2.5014E+00
  4.9908E+00 -5.0045E+00 -2.7737E-03
  4.9954E+00 -2.5034E+00 -1.3951E-03
  5.0000E+00 -3.0599E-03 -6.2896E-17
  5.0046E+00  2.4966E+00  1.3951E-03
  5.0092E+00  4.9955E+00  2.7737E-03
  7.4861E+00 -5.0101E+00  1.0003E+01
  7.4930E+00 -2.5091E+00  1.0001E+01
  7.5000E+00 -8.7248E-03  1.0000E+01
  7.5070E+00  2.4909E+00  9.9985E+00
  7.5139E+00  4.9899E+00  9.9971E+00
  7.4862E+00 -5.0112E+00  7.5015E+00
  7.4931E+00 -2.5101E+00  7.5007E+00
  7.5000E+00 -9.7836E-03  7.5000E+00
  7.5069E+00  2.4899E+00  7.4993E+00
  7.5138E+00  4.9888E+00  7.4985E+00
  7.4862E+00 -5.0116E+00  5.0000E+00
  7.4931E+00 -2.5105E+00  5.0000E+00
  7.5000E+00 -1.0124E-02  5.0000E+00
  7.5069E+00  2.4895E+00  5.0000E+00
  7.5138E+00  4.9884E+00  5.0000E+00
  7.4862E+00 -5.0112E+00  2.4985E+00
  7.4931E+00 -2.5101E+00  2.4993E+00
  7.5000E+00 -9.7836E-03  2.5000E+00
  7.5069E+00  2.4899E+00  2.5007E+00
  7.5138E+00  4.9888E+00  2.5015E+00
  7.4861E+00 -5.0101E+00 -2.9309E-03
  7.4930E+00 -2.5091E+00 -1.4532E-03
  7.5000E+00 -8.7248E-03 -8.4671E-17
  7.5070E+00  2.4909E+00  1.4532E-03
  7.5139E+00  4.9899E+00  2.9309E-03
  9.9813E+00 -5.0183E+00  1.0003E+01
  9.9906E+00 -2.5172E+00  1.0001E+01
  1.0000E+01 -1.6835E-02  1.0000E+01
  1.0009E+01  2.4828E+00  9.9985E+00
  1.0019E+01  4.9817E+00  9.9971E+00
  9.9813E+00 -5.0194E+00  7.5015E+00
  9.9907E+00 -2.5183E+00  7.5007E+00
  1.0000E+01 -1.7925E-02  7.5000E+00
  1.0009E+01  2.4817E+00  7.4993E+00
  1.0019E+01  4.9806E+00  7.4985E+00
  9.9813E+00 -5.0197E+00  5.0000E+00
  9.9907E+00 -2.5187E+00  5.0000E+00
  1.0000E+01 -1.8287E-02  5.0000E+00
  1.0009E+01  2.4813E+00  5.0000E+00
  1.0019E+01  4.9803E+00  5.0000E+00
  9.9813E+00 -5.0194E+00  2.4985E+00
  9.9907E+00 -2.5183E+00  2.4993E+00
  1.0000E+01 -1.7925E-02  2.5000E+00
  1.0009E+01  2.4817E+00  2.5007E+00
  1.0019E+01  4.9806E+00  2.5015E+00
  9.9813E+00 -5.0183E+00 -2.9496E-03
  9.9906E+00 -2.5172E+00 -1.4598E-03
  1.0000E+01 -1.6835E-02 -1.0483E-16
  1.0009E+01  2.4828E+00  1.4598E-03
  1.0019E+01  4.9817E+00  2.9496E-03
  1.2476E+01 -5.0288E+00  1.0003E+01
  1.2488E+01 -2.5277E+00  1.0001E+01
  1.2500E+01 -2.7385E-02  1.0000E+01
  1.2512E+01  2.4723E+00  9.9985E+00
  1.2524E+01  4.9712E+00  9.9971E+00
  1.2476E+01 -5.0299E+00  7.5015E+00
  1.2488E+01 -2.5288E+00  7.5007E+00
  1.2500E+01 -2.8483E-02  7.5000E+00
  1.2512E+01  2.4712E+00  7.4993E+00
  1.2524E+01  4.9701E+00  7.4985E+00
  1.2476E+01 -5.0303E+00  5.0000E+00
  1.2488E+01 -2.5292E+00  5.0000E+00
  1.2500E+01 -2.8851E-02  5.0000E+00
  1.2512E+01  2.4708E+00  5.0000E+00
  1.2524E+01  4.9697E+00  5.0000E+00
  1.2476E+01 -5.0299E+00  2.4985E+00
  1.2488E+01 -2.5288E+00  2.4993E+00
  1.2500E+01 -2.8483E-02  2.5000E+00
  1.2512E+01  2.4712E+00  2.5007E+00
  1.2524E+01  4.9701E+00  2.5015E+00
  1.2476E+01 -5.0288E+00 -2.9481E-03
  1.2488E+01 -2.5277E+00 -1.4582E-03
  1.2500E+01 -2.7385E-02 -1.1764E-16
  1.2512E+01  2.4723E+00  1.4582E-03
  1.2524E+01  4.9712E+00  2.9481E-03
  1.4972E+01 -5.0418E+00  1.0003E+01
  1.4986E+01 -2.5407E+00  1.0001E+01
  1.5000E+01 -4.0360E-02  1.0000E+01
  1.5014E+01  2.4593E+00  9.9985E+00
  1.5028E+01  4.9582E+00  9.9971E+00
  1.4972E+01 -5.0429E+00  7.5015E+00
  1.4986E+01 -2.5418E+00  7.5007E+00
  1.5000E+01 -4.1459E-02  7.5000E+00
  1.5014E+01  2.4582E+00  7.4993E+00
  1.5028E+01  4.9571E+00  7.4985E+00
  1.4972E+01 -5.0433E+00  5.0000E+00
  1.4986E+01 -2.5422E+00  5.0000E+00
  1.5000E+01 -4.1828E-02  5.0000E+00
  1.5014E+01  2.4578E+00  5.0000E+00
  1.5028E+01  4.9567E+00  5.0000E+00
  1.4972E+01 -5.0429E+00  2.4985E+00
  1.4986E+01 -2.5418E+00  2.4993E+00
  1.5000E+01 -4.1459E-02  2.5000E+00
  1.5014E+01  2.4582E+00  2.5007E+00
  1.5028E+01  4.9571E+00  2.5015E+00
  1.4972E+01 -5.0418E+00 -2.9456E-03
  1.4986E+01 -2.5407E+00 -1.4568E-03
  1.5000E+01 -4.0360E-02 -1.2917E-16
  1.5014E+01  2.4593E+00  1.4568E-03
  1.5028E+01  4.9582E+00  2.9456E-03
  1.7467E+01 -5.0572E+00  1.0003E+01
