TITLE = "Example : Job-real_large_freq_element384"
VARIABLES= "X"   "Y"   "Z" 

ZONE F=FEPOINT N =  3133 E =   384 ET=BRICK C=CYAN 
 -8.9865E+01  5.2502E+01  1.0000E+02
 -8.2865E+01  5.2502E+01  1.0000E+02
 -8.2865E+01  5.7502E+01  1.0000E+02
 -8.9865E+01  5.7502E+01  1.0000E+02
 -8.2867E+01  5.2502E+01  8.0000E+01
 -8.2867E+01  5.7502E+01  8.0000E+01
 -8.9867E+01  5.7502E+01  8.0000E+01
 -8.9867E+01  5.2502E+01  8.0000E+01
 -8.9864E+01  5.2503E+01  2.0000E+02
 -8.2864E+01  5.2502E+01  2.0000E+02
 -8.2864E+01  5.7502E+01  2.0000E+02
 -8.9864E+01  5.7503E+01  2.0000E+02
 -8.2864E+01  5.2502E+01  1.8000E+02
 -8.2864E+01  5.7502E+01  1.8000E+02
 -8.9864E+01  5.7503E+01  1.8000E+02
 -8.9864E+01  5.2503E+01  1.8000E+02
 -8.9864E+01  5.2503E+01  3.0000E+02
 -8.2864E+01  5.2503E+01  3.0000E+02
 -8.2864E+01  5.7503E+01  3.0000E+02
 -8.9864E+01  5.7503E+01  3.0000E+02
 -8.2864E+01  5.2502E+01  2.8000E+02
 -8.2864E+01  5.7502E+01  2.8000E+02
 -8.9864E+01  5.7503E+01  2.8000E+02
 -8.9864E+01  5.2503E+01  2.8000E+02
  8.3133E+01  5.2498E+01  1.0000E+02
  9.0133E+01  5.2498E+01  1.0000E+02
  9.0134E+01  5.7498E+01  1.0000E+02
  8.3134E+01  5.7498E+01  1.0000E+02
  9.0133E+01  5.2498E+01  8.0000E+01
  9.0133E+01  5.7498E+01  8.0000E+01
  8.3133E+01  5.7498E+01  8.0000E+01
  8.3133E+01  5.2498E+01  8.0000E+01
  8.3136E+01  5.2498E+01  2.0000E+02
  9.0136E+01  5.2498E+01  2.0000E+02
  9.0136E+01  5.7498E+01  2.0000E+02
  8.3136E+01  5.7498E+01  2.0000E+02
  9.0136E+01  5.2498E+01  1.8000E+02
  9.0136E+01  5.7498E+01  1.8000E+02
  8.3136E+01  5.7498E+01  1.8000E+02
  8.3136E+01  5.2498E+01  1.8000E+02
  8.3136E+01  5.2498E+01  3.0000E+02
  9.0136E+01  5.2497E+01  3.0000E+02
  9.0136E+01  5.7497E+01  3.0000E+02
  8.3136E+01  5.7498E+01  3.0000E+02
  9.0136E+01  5.2497E+01  2.8000E+02
  9.0136E+01  5.7497E+01  2.8000E+02
  8.3136E+01  5.7498E+01  2.8000E+02
  8.3136E+01  5.2498E+01  2.8000E+02
  8.0136E+01  5.2498E+01  1.8000E+02
 -7.9864E+01  5.2502E+01  1.8000E+02
 -7.9864E+01  5.7502E+01  1.8000E+02
  8.0136E+01  5.7498E+01  1.8000E+02
 -7.9864E+01  5.2502E+01  2.0000E+02
 -7.9864E+01  5.7502E+01  2.0000E+02
  8.0136E+01  5.7498E+01  2.0000E+02
  8.0136E+01  5.2498E+01  2.0000E+02
  8.0133E+01  5.2498E+01  8.0000E+01
 -7.9867E+01  5.2502E+01  8.0000E+01
 -7.9867E+01  5.7502E+01  8.0000E+01
  8.0133E+01  5.7498E+01  8.0000E+01
 -7.9865E+01  5.2502E+01  1.0000E+02
 -7.9865E+01  5.7502E+01  1.0000E+02
  8.0134E+01  5.7498E+01  1.0000E+02
  8.0133E+01  5.2498E+01  1.0000E+02
 -7.9864E+01  5.2502E+01  2.8000E+02
  8.0136E+01  5.2498E+01  2.8000E+02
  8.0135E+01  2.2498E+01  2.8000E+02
  8.0134E+01 -2.2502E+01  2.8000E+02
  8.0133E+01 -5.2502E+01  2.8000E+02
 -7.9865E+01  2.2502E+01  2.8000E+02
 -7.9866E+01 -2.2498E+01  2.8000E+02
 -7.9867E+01 -5.2498E+01  2.8000E+02
  8.0136E+01  5.2498E+01  3.0000E+02
  8.0135E+01  2.2498E+01  3.0000E+02
  8.0134E+01 -2.2502E+01  3.0000E+02
  8.0133E+01 -5.2502E+01  3.0000E+02
 -7.9867E+01 -5.2498E+01  3.0000E+02
 -7.9864E+01  5.2502E+01  3.0000E+02
 -7.9865E+01  2.2502E+01  3.0000E+02
 -7.9866E+01 -2.2498E+01  3.0000E+02
 -8.2867E+01 -5.7498E+01  2.8000E+02
 -8.2867E+01 -5.2498E+01  2.8000E+02
 -7.9867E+01 -5.7498E+01  2.8000E+02
 -8.2867E+01 -5.2497E+01  3.0000E+02
 -7.9867E+01 -5.7498E+01  3.0000E+02
 -8.2867E+01 -5.7497E+01  3.0000E+02
 -8.2867E+01 -5.2498E+01  1.8000E+02
 -8.2867E+01 -5.7498E+01  1.8000E+02
 -8.9867E+01 -5.7498E+01  1.8000E+02
 -8.9867E+01 -5.2497E+01  1.8000E+02
 -8.2867E+01 -5.7498E+01  2.0000E+02
 -8.9867E+01 -5.7497E+01  2.0000E+02
 -8.9867E+01 -5.2497E+01  2.0000E+02
 -8.2867E+01 -5.2498E+01  2.0000E+02
 -8.2869E+01 -5.2498E+01  8.0001E+01
 -8.2869E+01 -5.7498E+01  8.0000E+01
 -8.9869E+01 -5.7498E+01  8.0001E+01
 -8.9869E+01 -5.2498E+01  8.0001E+01
 -8.2869E+01 -5.7498E+01  1.0000E+02
 -8.9869E+01 -5.7498E+01  1.0000E+02
 -8.9869E+01 -5.2498E+01  1.0000E+02
 -8.2869E+01 -5.2498E+01  1.0000E+02
  8.0133E+01 -5.7502E+01  3.0000E+02
  8.0133E+01 -5.7502E+01  2.8000E+02
 -7.9867E+01 -5.2498E+01  2.0000E+02
 -7.9867E+01 -5.7498E+01  2.0000E+02
  8.0133E+01 -5.7502E+01  2.0000E+02
  8.0133E+01 -5.2502E+01  2.0000E+02
 -7.9867E+01 -5.7498E+01  1.8000E+02
  8.0133E+01 -5.7502E+01  1.8000E+02
  8.0133E+01 -5.2502E+01  1.8000E+02
 -7.9867E+01 -5.2498E+01  1.8000E+02
 -7.9869E+01 -5.2498E+01  1.0000E+02
 -7.9869E+01 -5.7498E+01  1.0000E+02
  8.0131E+01 -5.7502E+01  1.0000E+02
  8.0131E+01 -5.2502E+01  1.0000E+02
 -7.9869E+01 -5.7498E+01  8.0000E+01
  8.0131E+01 -5.7502E+01  8.0000E+01
  8.0131E+01 -5.2502E+01  8.0000E+01
 -7.9869E+01 -5.2498E+01  8.0000E+01
  8.3133E+01 -5.7502E+01  3.0000E+02
  8.3133E+01 -5.2502E+01  3.0000E+02
  8.3133E+01 -5.7502E+01  2.8000E+02
  8.3133E+01 -5.2502E+01  2.8000E+02
  9.0133E+01 -5.2503E+01  2.8000E+02
  9.0133E+01 -5.7503E+01  2.8000E+02
  9.0133E+01 -5.2503E+01  3.0000E+02
  9.0133E+01 -5.7503E+01  3.0000E+02
  8.3131E+01 -5.7502E+01  8.0000E+01
  8.3131E+01 -5.2502E+01  8.0000E+01
  9.0131E+01 -5.2502E+01  7.9999E+01
  9.0131E+01 -5.7502E+01  7.9999E+01
  8.3131E+01 -5.2502E+01  1.0000E+02
  9.0131E+01 -5.2502E+01  1.0000E+02
  9.0131E+01 -5.7502E+01  9.9999E+01
  8.3131E+01 -5.7502E+01  1.0000E+02
  8.3133E+01 -5.7502E+01  1.8000E+02
  8.3133E+01 -5.2502E+01  1.8000E+02
  9.0133E+01 -5.2502E+01  1.8000E+02
  9.0133E+01 -5.7502E+01  1.8000E+02
  8.3133E+01 -5.2502E+01  2.0000E+02
  9.0133E+01 -5.2502E+01  2.0000E+02
  9.0133E+01 -5.7502E+01  2.0000E+02
  8.3133E+01 -5.7502E+01  2.0000E+02
 -7.9864E+01  5.7502E+01  2.8000E+02
 -7.9864E+01  5.7502E+01  3.0000E+02
 -8.9867E+01 -5.2497E+01  3.0000E+02
 -8.2865E+01  2.2503E+01  3.0000E+02
 -8.2866E+01 -2.2497E+01  3.0000E+02
 -8.9867E+01 -5.2497E+01  2.8000E+02
 -8.2865E+01  2.2502E+01  2.8000E+02
 -8.2866E+01 -2.2498E+01  2.8000E+02
 -8.2869E+01 -2.2498E+01  8.0000E+01
 -8.2868E+01  2.2502E+01  8.0000E+01
 -7.9868E+01  2.2502E+01  8.0000E+01
 -7.9869E+01 -2.2498E+01  8.0000E+01
 -8.2867E+01  2.2502E+01  1.0000E+02
 -7.9867E+01  2.2502E+01  1.0000E+02
 -7.9868E+01 -2.2498E+01  1.0000E+02
 -8.2868E+01 -2.2498E+01  1.0000E+02
 -8.2866E+01 -2.2498E+01  1.8000E+02
 -8.2865E+01  2.2502E+01  1.8000E+02
 -7.9865E+01  2.2502E+01  1.8000E+02
 -7.9866E+01 -2.2498E+01  1.8000E+02
 -8.2865E+01  2.2502E+01  2.0000E+02
 -7.9865E+01  2.2502E+01  2.0000E+02
 -7.9866E+01 -2.2498E+01  2.0000E+02
 -8.2866E+01 -2.2498E+01  2.0000E+02
  8.0136E+01  5.7498E+01  2.8000E+02
  8.0136E+01  5.7498E+01  3.0000E+02
  8.3135E+01  2.2498E+01  3.0000E+02
  8.3134E+01 -2.2502E+01  3.0000E+02
  8.3135E+01  2.2498E+01  2.8000E+02
