TITLE = "Example : C3D8_ne1_P"
VARIABLES="NODE_ID"       "U1"           "U2"           "U3"          "E11"          "E22"          "E33"          "E12"          "E13"          "E23"          "S11"          "S22"          "S33"          "S12"          "S13"          "S23"
              1   0.000000E+00   0.000000E+00  -8.571429E-06   1.428571E-05  -4.285714E-06  -4.285714E-06  -1.972086E-22  -4.465970E-22   4.620231E-22   3.000000E+00  -1.124811E-16   2.706526E-16  -1.592839E-17  -3.607130E-17   3.731725E-17
              2   0.000000E+00  -8.571429E-06  -8.571429E-06   1.428571E-05  -4.285714E-06  -4.285714E-06   3.696676E-22   2.801193E-22  -7.732924E-22   3.000000E+00   2.274889E-16   1.814076E-16   2.985777E-17   2.262502E-17  -6.245823E-17
              3   0.000000E+00   0.000000E+00   0.000000E+00   1.428571E-05  -4.285714E-06  -4.285714E-06  -4.512292E-21   8.343627E-22   6.189371E-21   3.000000E+00   1.297075E-15   1.232134E-15  -3.644543E-16   6.739084E-17   4.999107E-16
              4   0.000000E+00  -8.571429E-06   0.000000E+00   1.428571E-05  -4.285714E-06  -4.285714E-06   4.917278E-21  -2.643570E-23   4.907326E-21   3.000000E+00  -4.832674E-16  -4.332006E-16   3.971647E-16  -2.135191E-18   3.963609E-16
              5   2.857143E-05   0.000000E+00  -8.571429E-06   1.428571E-05  -4.285714E-06  -4.285714E-06   2.258151E-21  -2.128562E-21   2.222204E-21   3.000000E+00  -1.348601E-15  -1.010089E-15   1.823892E-16  -1.719223E-16   1.794857E-16
              6   2.857143E-05  -8.571429E-06  -8.571429E-06   1.428571E-05  -4.285714E-06  -4.285714E-06  -1.487189E-21  -2.190364E-21  -6.418329E-22   3.000000E+00   1.200927E-15   6.552452E-16  -1.201191E-16  -1.769140E-16  -5.184035E-17
              7   2.857143E-05   0.000000E+00   0.000000E+00   1.428571E-05  -4.285714E-06  -4.285714E-06  -2.564541E-21   1.596945E-21  -4.008579E-21   3.000000E+00  -6.095547E-17   3.737039E-16  -2.071360E-16   1.289840E-16  -3.237698E-16
              8   2.857143E-05  -8.571429E-06   0.000000E+00   1.428571E-05  -4.285714E-06  -4.285714E-06   4.203304E-21   1.331530E-21  -4.443606E-21   3.000000E+00   9.451484E-16   1.616727E-15   3.394976E-16   1.075466E-16  -3.589067E-16

