TITLE = "Example : C3D20_cantilever_beam_matlab"
VARIABLES= "X"   "Y"   "Z" 

ZONE F=FEPOINT N =   321 E =    40 ET=BRICK C=CYAN 
  0.0000E+00 -5.0000E+00  1.0000E+01
  0.0000E+00  0.0000E+00  1.0000E+01
  0.0000E+00  5.0000E+00  1.0000E+01
  0.0000E+00 -5.0000E+00  5.0000E+00
  0.0000E+00  0.0000E+00  5.0000E+00
  0.0000E+00  5.0000E+00  5.0000E+00
  0.0000E+00 -5.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  5.0000E+00  0.0000E+00
  4.9864E+00 -5.0064E+00  1.0004E+01
  5.0000E+00 -4.6840E-03  1.0000E+01
  5.0136E+00  4.9936E+00  9.9961E+00
  4.9865E+00 -5.0084E+00  5.0000E+00
  5.0000E+00 -6.4372E-03  5.0000E+00
  5.0135E+00  4.9916E+00  5.0000E+00
  4.9864E+00 -5.0064E+00 -3.8714E-03
  5.0000E+00 -4.6840E-03  3.0653E-15
  5.0136E+00  4.9936E+00  3.8714E-03
  9.9723E+00 -5.0269E+00  1.0004E+01
  1.0000E+01 -2.4848E-02  1.0000E+01
  1.0028E+01  4.9731E+00  9.9957E+00
  9.9724E+00 -5.0290E+00  5.0000E+00
  1.0000E+01 -2.6937E-02  5.0000E+00
  1.0028E+01  4.9710E+00  5.0000E+00
  9.9723E+00 -5.0269E+00 -4.2776E-03
  1.0000E+01 -2.4848E-02  9.7680E-15
  1.0028E+01  4.9731E+00  4.2776E-03
  1.4958E+01 -5.0618E+00  1.0004E+01
  1.5000E+01 -5.9642E-02  1.0000E+01
  1.5042E+01  4.9382E+00  9.9957E+00
  1.4958E+01 -5.0639E+00  5.0000E+00
  1.5000E+01 -6.1779E-02  5.0000E+00
  1.5042E+01  4.9361E+00  5.0000E+00
  1.4958E+01 -5.0618E+00 -4.2768E-03
  1.5000E+01 -5.9642E-02  2.0318E-14
  1.5042E+01  4.9382E+00  4.2768E-03
  1.9944E+01 -5.1109E+00  1.0004E+01
  2.0000E+01 -1.0874E-01  1.0000E+01
  2.0056E+01  4.8891E+00  9.9957E+00
  1.9944E+01 -5.1130E+00  5.0000E+00
  2.0000E+01 -1.1088E-01  5.0000E+00
  2.0056E+01  4.8870E+00  5.0000E+00
  1.9944E+01 -5.1109E+00 -4.2879E-03
  2.0000E+01 -1.0874E-01  3.4269E-14
  2.0056E+01  4.8891E+00  4.2879E-03
  2.4929E+01 -5.1743E+00  1.0004E+01
  2.5000E+01 -1.7213E-01  1.0000E+01
  2.5071E+01  4.8257E+00  9.9957E+00
  2.4929E+01 -5.1764E+00  5.0000E+00
  2.5000E+01 -1.7427E-01  5.0000E+00
  2.5071E+01  4.8236E+00  5.0000E+00
  2.4929E+01 -5.1743E+00 -4.2845E-03
  2.5000E+01 -1.7213E-01  5.1285E-14
  2.5071E+01  4.8257E+00  4.2845E-03
  2.9915E+01 -5.2519E+00  1.0004E+01
  3.0000E+01 -2.4980E-01  1.0000E+01
  3.0085E+01  4.7481E+00  9.9957E+00
  2.9915E+01 -5.2541E+00  5.0000E+00
  3.0000E+01 -2.5194E-01  5.0000E+00
  3.0085E+01  4.7459E+00  5.0000E+00
  2.9915E+01 -5.2519E+00 -4.2881E-03
  3.0000E+01 -2.4980E-01  7.0849E-14
  3.0085E+01  4.7481E+00  4.2881E-03
  3.4901E+01 -5.3439E+00  1.0004E+01
  3.5000E+01 -3.4176E-01  1.0000E+01
  3.5099E+01  4.6561E+00  9.9957E+00
  3.4901E+01 -5.3460E+00  5.0000E+00
  3.5000E+01 -3.4390E-01  5.0000E+00
  3.5099E+01  4.6540E+00  5.0000E+00
  3.4901E+01 -5.3439E+00 -4.2723E-03
  3.5000E+01 -3.4176E-01  9.2285E-14
  3.5099E+01  4.6561E+00  4.2723E-03
  3.9887E+01 -5.4501E+00  1.0004E+01
  4.0000E+01 -4.4803E-01  1.0000E+01
  4.0113E+01  4.5499E+00  9.9957E+00
  3.9887E+01 -5.4522E+00  5.0000E+00
  4.0000E+01 -4.5017E-01  5.0000E+00
  4.0113E+01  4.5478E+00  5.0000E+00
  3.9887E+01 -5.4501E+00 -4.3211E-03
  4.0000E+01 -4.4803E-01  1.1521E-13
  4.0113E+01  4.5499E+00  4.3211E-03
  4.4872E+01 -5.5709E+00  1.0004E+01
  4.5000E+01 -5.6879E-01  1.0000E+01
  4.5128E+01  4.4291E+00  9.9959E+00
  4.4872E+01 -5.5729E+00  5.0000E+00
  4.5000E+01 -5.7088E-01  5.0000E+00
  4.5128E+01  4.4271E+00  5.0000E+00
  4.4872E+01 -5.5709E+00 -4.0532E-03
  4.5000E+01 -5.6879E-01  1.3896E-13
  4.5128E+01  4.4291E+00  4.0532E-03
  4.9861E+01 -5.7027E+00  1.0004E+01
  5.0000E+01 -7.0370E-01  1.0000E+01
  5.0139E+01  4.2973E+00  9.9956E+00
  4.9862E+01 -5.7044E+00  5.0000E+00
  5.0000E+01 -7.0584E-01  5.0000E+00
  5.0138E+01  4.2956E+00  5.0000E+00
  4.9861E+01 -5.7027E+00 -4.3890E-03
  5.0000E+01 -7.0370E-01  1.6323E-13
  5.0139E+01  4.2973E+00  4.3890E-03
  4.9867E+00 -5.0080E+00  7.5018E+00
  4.9933E+00 -2.5067E+00  5.0000E+00
  5.0000E+00 -6.1692E-03  7.5000E+00
  4.9931E+00 -2.5049E+00  1.0002E+01
  0.0000E+00 -2.5000E+00  1.0000E+01
  0.0000E+00  0.0000E+00  7.5000E+00
  0.0000E+00 -2.5000E+00  5.0000E+00
  0.0000E+00 -5.0000E+00  7.5000E+00
  2.5000E+00  3.5035E-04  1.0000E+01
  2.4934E+00 -5.0022E+00  1.0003E+01
  2.5000E+00 -9.8643E-04  5.0000E+00
  2.4939E+00 -5.0035E+00  5.0000E+00
  5.0067E+00  2.4933E+00  5.0000E+00
  5.0133E+00  4.9920E+00  7.4982E+00
  5.0069E+00  2.4951E+00  9.9980E+00
  0.0000E+00  2.5000E+00  1.0000E+01
  0.0000E+00  5.0000E+00  7.5000E+00
  0.0000E+00  2.5000E+00  5.0000E+00
  2.5066E+00  4.9978E+00  9.9967E+00
  2.5061E+00  4.9965E+00  5.0000E+00
  4.9867E+00 -5.0080E+00  2.4982E+00
  4.9931E+00 -2.5049E+00 -1.9803E-03
  5.0000E+00 -6.1692E-03  2.5000E+00
  0.0000E+00  0.0000E+00  2.5000E+00
  0.0000E+00 -2.5000E+00  0.0000E+00
  0.0000E+00 -5.0000E+00  2.5000E+00
  2.5000E+00  3.5035E-04  1.2957E-15
  2.4934E+00 -5.0022E+00 -3.3374E-03
  5.0069E+00  2.4951E+00  1.9803E-03
  5.0133E+00  4.9920E+00  2.5018E+00
  0.0000E+00  5.0000E+00  2.5000E+00
  0.0000E+00  2.5000E+00  0.0000E+00
  2.5066E+00  4.9978E+00  3.3374E-03
  9.9723E+00 -5.0285E+00  7.5022E+00
  9.9862E+00 -2.5275E+00  5.0000E+00
  1.0000E+01 -2.6408E-02  7.5000E+00
  9.9862E+00 -2.5254E+00  1.0002E+01
  7.5000E+00 -1.2816E-02  1.0000E+01
  7.4794E+00 -5.0149E+00  1.0004E+01
  7.5000E+00 -1.4827E-02  5.0000E+00
  7.4794E+00 -5.0171E+00  5.0000E+00
  1.0014E+01  2.4725E+00  5.0000E+00
  1.0028E+01  4.9715E+00  7.4978E+00
  1.0014E+01  2.4746E+00  9.9979E+00
  7.5206E+00  4.9851E+00  9.9958E+00
  7.5206E+00  4.9829E+00  5.0000E+00
  9.9723E+00 -5.0285E+00  2.4978E+00
  9.9862E+00 -2.5254E+00 -2.1316E-03
  1.0000E+01 -2.6408E-02  2.5000E+00
  7.5000E+00 -1.2816E-02  5.9494E-15
  7.4794E+00 -5.0149E+00 -4.2494E-03
  1.0014E+01  2.4746E+00  2.1316E-03
  1.0028E+01  4.9715E+00  2.5022E+00
  7.5206E+00  4.9851E+00  4.2494E-03
  1.4958E+01 -5.0634E+00  7.5021E+00
  1.4979E+01 -2.5623E+00  5.0000E+00
  1.5000E+01 -6.1252E-02  7.5000E+00
  1.4979E+01 -2.5602E+00  1.0002E+01
  1.2500E+01 -4.0426E-02  1.0000E+01
  1.2465E+01 -5.0426E+00  1.0004E+01
  1.2500E+01 -4.2569E-02  5.0000E+00
  1.2465E+01 -5.0447E+00  5.0000E+00
  1.5021E+01  2.4377E+00  5.0000E+00
  1.5042E+01  4.9366E+00  7.4979E+00
  1.5021E+01  2.4398E+00  9.9979E+00
  1.2535E+01  4.9574E+00  9.9957E+00
  1.2535E+01  4.9553E+00  5.0000E+00
  1.4958E+01 -5.0634E+00  2.4979E+00
  1.4979E+01 -2.5602E+00 -2.1421E-03
  1.5000E+01 -6.1252E-02  2.5000E+00
  1.2500E+01 -4.0426E-02  1.4595E-14
  1.2465E+01 -5.0426E+00 -4.2799E-03
  1.5021E+01  2.4398E+00  2.1421E-03
  1.5042E+01  4.9366E+00  2.5021E+00
  1.2535E+01  4.9574E+00  4.2799E-03
  1.9944E+01 -5.1125E+00  7.5021E+00
