TITLE = "Example : C3D20-cantilever-beam-element320"
VARIABLES= "X"   "Y"   "Z" 

ZONE F=FEPOINT N =  1865 E =   320 ET=BRICK C=CYAN 
  0.0000E+00 -5.0000E+00  1.0000E+01
  0.0000E+00 -2.5000E+00  1.0000E+01
  0.0000E+00  0.0000E+00  1.0000E+01
  0.0000E+00  2.5000E+00  1.0000E+01
  0.0000E+00  5.0000E+00  1.0000E+01
  0.0000E+00 -5.0000E+00  7.5000E+00
  0.0000E+00 -2.5000E+00  7.5000E+00
  0.0000E+00  0.0000E+00  7.5000E+00
  0.0000E+00  2.5000E+00  7.5000E+00
  0.0000E+00  5.0000E+00  7.5000E+00
  0.0000E+00 -5.0000E+00  5.0000E+00
  0.0000E+00 -2.5000E+00  5.0000E+00
  0.0000E+00  0.0000E+00  5.0000E+00
  0.0000E+00  2.5000E+00  5.0000E+00
  0.0000E+00  5.0000E+00  5.0000E+00
  0.0000E+00 -5.0000E+00  2.5000E+00
  0.0000E+00 -2.5000E+00  2.5000E+00
  0.0000E+00  0.0000E+00  2.5000E+00
  0.0000E+00  2.5000E+00  2.5000E+00
  0.0000E+00  5.0000E+00  2.5000E+00
  0.0000E+00 -5.0000E+00  0.0000E+00
  0.0000E+00 -2.5000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  2.5000E+00  0.0000E+00
  0.0000E+00  5.0000E+00  0.0000E+00
  2.4917E+00 -5.0025E+00  1.0004E+01
  2.4956E+00 -2.5007E+00  1.0002E+01
  2.4996E+00  1.7465E-05  1.0000E+01
  2.5036E+00  2.4995E+00  9.9983E+00
  2.5074E+00  4.9979E+00  9.9965E+00
  2.4924E+00 -5.0037E+00  7.5017E+00
  2.4962E+00 -2.5018E+00  7.5010E+00
  2.4998E+00 -1.1059E-03  7.5001E+00
  2.5034E+00  2.4983E+00  7.4992E+00
  2.5072E+00  4.9965E+00  7.4984E+00
  2.4927E+00 -5.0040E+00  5.0000E+00
  2.4965E+00 -2.5021E+00  5.0001E+00
  2.5000E+00 -1.3965E-03  5.0001E+00
  2.5035E+00  2.4979E+00  5.0001E+00
  2.5073E+00  4.9960E+00  5.0000E+00
  2.4928E+00 -5.0035E+00  2.4984E+00
  2.4966E+00 -2.5017E+00  2.4992E+00
  2.5002E+00 -1.1059E-03  2.5001E+00
  2.5038E+00  2.4982E+00  2.5010E+00
  2.5076E+00  4.9963E+00  2.5017E+00
  2.4926E+00 -5.0021E+00 -3.5098E-03
  2.4964E+00 -2.5005E+00 -1.7149E-03
  2.5004E+00  1.7464E-05  2.2064E-04
  2.5044E+00  2.4993E+00  2.1195E-03
  2.5083E+00  4.9975E+00  3.7699E-03
  4.9837E+00 -5.0079E+00  1.0005E+01
  4.9914E+00 -2.5060E+00  1.0003E+01
  4.9992E+00 -5.2202E-03  1.0001E+01
  5.0069E+00  2.4943E+00  9.9982E+00
  5.0146E+00  4.9927E+00  9.9959E+00
  4.9844E+00 -5.0094E+00  7.5025E+00
  4.9920E+00 -2.5075E+00  7.5015E+00
  4.9996E+00 -6.7982E-03  7.5004E+00
  5.0071E+00  2.4926E+00  7.4993E+00
  5.0148E+00  4.9909E+00  7.4981E+00
  4.9848E+00 -5.0098E+00  5.0003E+00
  4.9925E+00 -2.5079E+00  5.0004E+00
  5.0000E+00 -7.2557E-03  5.0004E+00
  5.0075E+00  2.4921E+00  5.0004E+00
  5.0152E+00  4.9902E+00  5.0003E+00
  4.9852E+00 -5.0091E+00  2.4981E+00
  4.9929E+00 -2.5074E+00  2.4993E+00
  5.0004E+00 -6.7982E-03  2.5004E+00
  5.0080E+00  2.4925E+00  2.5015E+00
  5.0156E+00  4.9906E+00  2.5025E+00
  4.9854E+00 -5.0073E+00 -4.1371E-03
  4.9931E+00 -2.5057E+00 -1.7796E-03
  5.0008E+00 -5.2202E-03  5.4395E-04
  5.0086E+00  2.4940E+00  2.8098E-03
  5.0163E+00  4.9921E+00  4.9816E-03
  7.4754E+00 -5.0174E+00  1.0006E+01
  7.4870E+00 -2.5155E+00  1.0003E+01
  7.4987E+00 -1.4716E-02  1.0001E+01
  7.5104E+00  2.4848E+00  9.9987E+00
  7.5220E+00  4.9832E+00  9.9962E+00
  7.4761E+00 -5.0190E+00  7.5032E+00
  7.4877E+00 -2.5171E+00  7.5022E+00
  7.4994E+00 -1.6458E-02  7.5010E+00
  7.5110E+00  2.4830E+00  7.4997E+00
  7.5226E+00  4.9812E+00  7.4985E+00
  7.4768E+00 -5.0195E+00  5.0008E+00
  7.4884E+00 -2.5176E+00  5.0009E+00
  7.5000E+00 -1.7010E-02  5.0009E+00
  7.5116E+00  2.4824E+00  5.0009E+00
  7.5232E+00  4.9805E+00  5.0008E+00
  7.4774E+00 -5.0188E+00  2.4985E+00
  7.4890E+00 -2.5170E+00  2.4997E+00
  7.5006E+00 -1.6458E-02  2.5010E+00
  7.5123E+00  2.4829E+00  2.5022E+00
  7.5239E+00  4.9810E+00  2.5032E+00
  7.4780E+00 -5.0168E+00 -3.8271E-03
  7.4896E+00 -2.5152E+00 -1.3471E-03
  7.5013E+00 -1.4716E-02  1.0813E-03
  7.5130E+00  2.4845E+00  3.4456E-03
  7.5246E+00  4.9826E+00  5.7286E-03
  9.9670E+00 -5.0310E+00  1.0007E+01
  9.9826E+00 -2.5290E+00  1.0004E+01
  9.9983E+00 -2.8304E-02  1.0002E+01
  1.0014E+01  2.4712E+00  9.9994E+00
  1.0030E+01  4.9696E+00  9.9969E+00
  9.9679E+00 -5.0326E+00  7.5040E+00
  9.9835E+00 -2.5308E+00  7.5029E+00
  9.9991E+00 -3.0095E-02  7.5017E+00
  1.0015E+01  2.4694E+00  7.5005E+00
  1.0030E+01  4.9676E+00  7.4992E+00
  9.9687E+00 -5.0331E+00  5.0016E+00
  9.9844E+00 -2.5313E+00  5.0017E+00
  1.0000E+01 -3.0682E-02  5.0017E+00
  1.0016E+01  2.4687E+00  5.0017E+00
  1.0031E+01  4.9669E+00  5.0016E+00
  9.9696E+00 -5.0324E+00  2.4992E+00
  9.9852E+00 -2.5306E+00  2.5005E+00
  1.0001E+01 -3.0095E-02  2.5017E+00
  1.0017E+01  2.4692E+00  2.5029E+00
  1.0032E+01  4.9674E+00  2.5040E+00
  9.9704E+00 -5.0304E+00 -3.1098E-03
  9.9861E+00 -2.5288E+00 -6.0441E-04
  1.0002E+01 -2.8304E-02  1.8389E-03
  1.0017E+01  2.4710E+00  4.2162E-03
  1.0033E+01  4.9690E+00  6.5217E-03
  1.2458E+01 -5.0486E+00  1.0008E+01
  1.2478E+01 -2.5467E+00  1.0005E+01
  1.2498E+01 -4.5941E-02  1.0003E+01
  1.2517E+01  2.4536E+00  1.0000E+01
  1.2537E+01  4.9519E+00  9.9979E+00
  1.2460E+01 -5.0503E+00  7.5050E+00
  1.2479E+01 -2.5484E+00  7.5039E+00
  1.2499E+01 -4.7746E-02  7.5027E+00
  1.2519E+01  2.4517E+00  7.5015E+00
  1.2538E+01  4.9500E+00  7.5002E+00
  1.2461E+01 -5.0508E+00  5.0026E+00
  1.2480E+01 -2.5489E+00  5.0027E+00
  1.2500E+01 -4.8344E-02  5.0027E+00
  1.2520E+01  2.4511E+00  5.0027E+00
  1.2539E+01  4.9492E+00  5.0026E+00
  1.2462E+01 -5.0500E+00  2.5002E+00
  1.2481E+01 -2.5483E+00  2.5015E+00
  1.2501E+01 -4.7746E-02  2.5027E+00
  1.2521E+01  2.4516E+00  2.5039E+00
  1.2540E+01  4.9497E+00  2.5050E+00
  1.2463E+01 -5.0481E+00 -2.1364E-03
  1.2483E+01 -2.5464E+00  3.7399E-04
  1.2502E+01 -4.5941E-02  2.8198E-03
  1.2522E+01  2.4533E+00  5.1989E-03
  1.2542E+01  4.9514E+00  7.5086E-03
  1.4950E+01 -5.0703E+00  1.0009E+01
  1.4974E+01 -2.5683E+00  1.0006E+01
  1.4997E+01 -6.7606E-02  1.0004E+01
  1.5021E+01  2.4319E+00  1.0002E+01
  1.5045E+01  4.9303E+00  9.9991E+00
  1.4951E+01 -5.0720E+00  7.5062E+00
  1.4975E+01 -2.5701E+00  7.5051E+00
  1.4999E+01 -6.9413E-02  7.5039E+00
  1.5022E+01  2.4301E+00  7.5027E+00
  1.5046E+01  4.9283E+00  7.5014E+00
  1.4953E+01 -5.0724E+00  5.0038E+00
  1.4976E+01 -2.5706E+00  5.0039E+00
  1.5000E+01 -7.0015E-02  5.0039E+00
  1.5024E+01  2.4294E+00  5.0039E+00
  1.5047E+01  4.9276E+00  5.0038E+00
  1.4954E+01 -5.0717E+00  2.5014E+00
  1.4978E+01 -2.5699E+00  2.5027E+00
  1.5001E+01 -6.9413E-02  2.5039E+00
  1.5025E+01  2.4299E+00  2.5051E+00
  1.5049E+01  4.9280E+00  2.5062E+00
  1.4955E+01 -5.0697E+00 -9.3242E-04
  1.4979E+01 -2.5681E+00  1.5787E-03
  1.5003E+01 -6.7606E-02  4.0236E-03
  1.5026E+01  2.4317E+00  6.4016E-03
  1.5050E+01  4.9297E+00  8.7119E-03
  1.7442E+01 -5.0960E+00  1.0010E+01
