TITLE = "Example : C3D8_test1"
VARIABLES="NODE_ID"       "U1"           "U2"           "U3"          "E11"          "E22"          "E33"          "E12"          "E13"          "E23"          "S11"          "S22"          "S33"          "S12"          "S13"          "S23"
              1   0.000000E+00   0.000000E+00   0.000000E+00  -1.132384E-24  -4.333333E-08  -1.132384E-24  -9.285714E-09   9.285714E-09   2.017705E-24  -5.250000E-03  -1.225000E-02  -5.250000E-03  -7.500000E-04   7.500000E-04   1.629685E-19
              2  -1.857143E-07  -8.666667E-07   1.857143E-07   1.898384E-24  -4.333333E-08   8.441265E-25  -9.285714E-09  -9.285714E-09   1.224343E-24  -5.250000E-03  -1.225000E-02  -5.250000E-03  -7.500000E-04  -7.500000E-04   9.888923E-20
              3   0.000000E+00   0.000000E+00   0.000000E+00   9.696935E-26  -4.333333E-08   1.404450E-25   9.285714E-09   9.285714E-09   1.548257E-25  -5.250000E-03  -1.225000E-02  -5.250000E-03   7.500000E-04   7.500000E-04   1.250515E-20
              4  -1.857143E-07  -8.666667E-07  -1.857143E-07   4.806813E-25  -4.333333E-08   9.739422E-25   9.285714E-09  -9.285714E-09  -6.689587E-25  -5.250000E-03  -1.225000E-02  -5.250000E-03   7.500000E-04  -7.500000E-04  -5.403128E-20
              5   0.000000E+00   0.000000E+00   0.000000E+00   1.857143E-08  -4.333333E-08   1.857143E-08  -9.285714E-09   9.285714E-09   1.390575E-24   2.250000E-03  -7.750000E-03   2.250000E-03  -7.500000E-04   7.500000E-04   1.123156E-19
              6   1.857143E-07  -8.666667E-07   1.857143E-07   1.857143E-08  -4.333333E-08   1.857143E-08  -9.285714E-09  -9.285714E-09   1.239774E-23   2.250000E-03  -7.750000E-03   2.250000E-03  -7.500000E-04  -7.500000E-04   1.001356E-18
              7   0.000000E+00   0.000000E+00   0.000000E+00   1.857143E-08  -4.333333E-08   1.857143E-08   9.285714E-09   9.285714E-09  -2.984269E-24   2.250000E-03  -7.750000E-03   2.250000E-03   7.500000E-04   7.500000E-04  -2.410371E-19
              8   1.857143E-07  -8.666667E-07  -1.857143E-07   1.857143E-08  -4.333333E-08   1.857143E-08   9.285714E-09  -9.285714E-09   9.604286E-24   2.250000E-03  -7.750000E-03   2.250000E-03   7.500000E-04  -7.500000E-04   7.757308E-19

