TITLE = "Example : Job-C3D8-cantilever-beam-rho7800-dyna"
VARIABLES= "X"   "Y"   "Z" 

ZONE F=FEPOINT N =    99 E =    40 ET=BRICK C=CYAN 
  0.0000E+00 -5.0000E+00  1.0000E+01
  0.0000E+00  0.0000E+00  1.0000E+01
  0.0000E+00  5.0000E+00  1.0000E+01
  0.0000E+00 -5.0000E+00  5.0000E+00
  0.0000E+00  0.0000E+00  5.0000E+00
  0.0000E+00  5.0000E+00  5.0000E+00
  0.0000E+00 -5.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00  0.0000E+00
  0.0000E+00  5.0000E+00  0.0000E+00
  5.0000E+00 -5.0000E+00  1.0000E+01
  5.0000E+00 -4.1161E-07  1.0000E+01
  5.0000E+00  5.0000E+00  1.0000E+01
  5.0000E+00 -5.0000E+00  5.0000E+00
  5.0000E+00 -6.1455E-07  5.0000E+00
  5.0000E+00  5.0000E+00  5.0000E+00
  5.0000E+00 -5.0000E+00 -5.0474E-07
  5.0000E+00 -4.1161E-07 -7.7711E-08
  5.0000E+00  5.0000E+00  3.9422E-07
  1.0000E+01 -5.0000E+00  1.0000E+01
  1.0000E+01 -2.4265E-06  1.0000E+01
  1.0000E+01  5.0000E+00  1.0000E+01
  1.0000E+01 -5.0000E+00  5.0000E+00
  1.0000E+01 -2.6441E-06  5.0000E+00
  1.0000E+01  5.0000E+00  5.0000E+00
  1.0000E+01 -5.0000E+00 -7.1800E-07
  1.0000E+01 -2.4265E-06 -2.9819E-07
  1.0000E+01  5.0000E+00  1.7092E-07
  1.5000E+01 -5.0000E+00  1.0000E+01
  1.5000E+01 -5.8367E-06  1.0000E+01
  1.5000E+01  5.0000E+00  1.0000E+01
  1.5000E+01 -5.0000E+00  5.0000E+00
  1.5000E+01 -6.0582E-06  5.0000E+00
  1.5000E+01  5.0000E+00  5.0000E+00
  1.5000E+01 -5.0000E+00 -1.0950E-06
  1.5000E+01 -5.8367E-06 -6.7859E-07
  1.5000E+01  5.0000E+00 -2.1323E-07
  2.0000E+01 -5.0000E+00  1.0000E+01
  2.0000E+01 -1.0671E-05  1.0000E+01
  2.0000E+01  5.0000E+00  1.0000E+01
  2.0000E+01 -5.0000E+00  5.0000E+00
  2.0000E+01 -1.0891E-05  5.0000E+00
  2.0000E+01  5.0000E+00  5.0000E+00
  2.0000E+01 -5.0000E+00 -1.6320E-06
  2.0000E+01 -1.0671E-05 -1.2155E-06
  2.0000E+01  5.0000E+00 -7.4993E-07
  2.5000E+01 -5.0000E+00  1.0000E+01
  2.5000E+01 -1.6919E-05  1.0000E+01
  2.5000E+01  5.0000E+00  1.0000E+01
  2.5000E+01 -5.0000E+00  5.0000E+00
  2.5000E+01 -1.7140E-05  5.0000E+00
  2.5000E+01  5.0000E+00  5.0000E+00
  2.5000E+01 -5.0000E+00 -2.3263E-06
  2.5000E+01 -1.6919E-05 -1.9098E-06
  2.5000E+01  5.0000E+00 -1.4443E-06
  3.0000E+01 -5.0000E+00  1.0000E+01
  3.0000E+01 -2.4585E-05  1.0000E+01
  3.0000E+01  5.0000E+00  1.0000E+01
  3.0000E+01 -5.0000E+00  5.0000E+00
  3.0000E+01 -2.4805E-05  5.0000E+00
  3.0000E+01  5.0000E+00  5.0000E+00
  3.0000E+01 -5.0000E+00 -3.1779E-06
  3.0000E+01 -2.4584E-05 -2.7614E-06
  3.0000E+01  5.0000E+00 -2.2959E-06
  3.5000E+01 -5.0000E+00  1.0000E+01
  3.5000E+01 -3.3665E-05  1.0000E+01
  3.5000E+01  5.0000E+00  1.0000E+01
  3.5000E+01 -5.0000E+00  5.0000E+00
  3.5000E+01 -3.3886E-05  5.0000E+00
  3.5000E+01  5.0000E+00  5.0000E+00
  3.5000E+01 -5.0000E+00 -4.1885E-06
  3.5000E+01 -3.3666E-05 -3.7702E-06
  3.5000E+01  5.0000E+00 -3.3039E-06
  4.0000E+01 -5.0000E+00  1.0000E+01
  4.0000E+01 -4.4153E-05  1.0000E+01
  4.0000E+01  5.0000E+00  1.0000E+01
  4.0000E+01 -5.0000E+00  5.0000E+00
  4.0000E+01 -4.4381E-05  5.0000E+00
  4.0000E+01  5.0000E+00  5.0000E+00
  4.0000E+01 -5.0000E+00 -5.3593E-06
  4.0000E+01 -4.4177E-05 -4.9389E-06
  4.0000E+01  5.0000E+00 -4.4634E-06
  4.5000E+01 -5.0001E+00  1.0000E+01
  4.5000E+01 -5.6006E-05  1.0000E+01
  4.5000E+01  4.9999E+00  1.0000E+01
  4.5000E+01 -5.0001E+00  5.0000E+00
  4.5000E+01 -5.6307E-05  5.0000E+00
  4.5000E+01  4.9999E+00  5.0000E+00
  4.5000E+01 -5.0001E+00 -6.6820E-06
  4.5000E+01 -5.6102E-05 -6.2651E-06
  4.5000E+01  4.9999E+00 -5.8319E-06
  5.0000E+01 -5.0001E+00  1.0000E+01
  5.0000E+01 -6.9460E-05  1.0000E+01
  5.0000E+01  4.9999E+00  1.0000E+01
  5.0000E+01 -5.0001E+00  5.0000E+00
  5.0000E+01 -6.9631E-05  5.0000E+00
  5.0000E+01  4.9999E+00  5.0000E+00
  5.0000E+01 -5.0001E+00 -8.0742E-06
  5.0000E+01 -6.9341E-05 -7.7084E-06
  5.0000E+01  4.9999E+00 -7.2833E-06
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
     95     96     99     98     86     87     90     89
